sale_id,product_id,units_sold,price,region,channel,promotion_type,customer_id
7143,286,1,17077,Raipur,Flipkart,Independence Day,1876
7144,286,1,19990,Kolkata,Flipkart,,14112
7145,286,1,16283,Thiruvananthapuram,Amazon,Christmas,26377
7146,286,1,19990,Amaravati,Reliance Digital,,5218
7147,286,2,19990,Ranchi,Flipkart,,19726
7148,286,1,18426,Kolkata,Offline,Back to School,9793
7149,286,1,19990,Chandigarh,Offline,,5741
7150,286,1,19990,Shimla,Offline,,21406
7151,287,1,24809,Jaipur,Amazon,Summer Sale,22711
7152,287,1,26999,Imphal,Offline,,21462
7153,287,1,26999,Amaravati,Offline,,1401
7154,287,2,24333,Patna,Amazon,Summer Sale,8090
7155,287,2,26999,Kolkata,Flipkart,,12515
7156,287,1,23079,Hyderabad,Flipkart,Back to School,23384
7157,287,1,25645,Jaipur,Flipkart,Back to School,8316
7158,287,1,24886,Delhi,Reliance Digital,Back to School,12876
7159,287,1,24450,Gangtok,Flipkart,Independence Day,7417
7160,287,1,26999,Ranchi,Reliance Digital,,13567
7161,287,1,26999,Ranchi,Flipkart,,14101
7162,287,1,26999,Kohima,Amazon,,1597
7163,287,1,23121,Bhopal,Offline,Diwali,7012
7164,287,1,22647,Gandhinagar,Reliance Digital,New Year,13886
7165,287,1,26999,Kohima,Flipkart,,9444
7166,287,1,24699,Kohima,Reliance Digital,Summer Sale,1378
7167,287,1,26999,Dispur,Offline,,13027
7168,287,2,23353,Shimla,Flipkart,Independence Day,17780
7169,287,1,26999,Imphal,Reliance Digital,,16535
7170,287,1,26999,Shimla,Flipkart,,19072
7171,287,1,26999,Kolkata,Offline,,23433
7172,287,2,26999,Shimla,Offline,,3412
7173,287,1,26999,Delhi,Flipkart,,26201
7174,287,1,25199,Amaravati,Amazon,New Year,21757
7175,287,1,23855,Dispur,Amazon,Eid,3597
7176,288,1,19999,Chandigarh,Reliance Digital,,7559
7177,288,1,18371,Delhi,Amazon,Independence Day,3305
7178,288,1,19999,Patna,Reliance Digital,,2964
7179,288,1,17699,Panaji,Flipkart,Independence Day,23368
7180,288,1,19999,Chandigarh,Reliance Digital,,21497
7181,288,2,16193,Lucknow,Flipkart,New Year,4803
7182,288,1,17908,Kohima,Flipkart,Christmas,14912
7183,288,1,19999,Bengaluru,Offline,,17859
7184,288,1,17405,Dispur,Offline,Summer Sale,9010
7185,288,1,19999,Dehradun,Offline,,24869
7186,288,1,19999,Agartala,Offline,,20402
7187,288,1,19999,Jaipur,Flipkart,,23394
7188,288,1,16578,Bengaluru,Offline,Eid,22195
7189,288,2,16768,Shimla,Flipkart,Summer Sale,2326
7190,288,1,16243,Mumbai,Reliance Digital,New Year,7156
7191,288,2,19999,Kohima,Offline,,7157
7192,288,1,17713,Gandhinagar,Reliance Digital,Christmas,24454
7193,288,1,18951,Dispur,Offline,Back to School,21946
7194,288,2,18697,Itanagar,Offline,Back to School,24077
7195,288,2,16015,Imphal,Offline,Christmas,2837
7196,288,1,19999,Agartala,Amazon,,1438
7197,288,2,18929,Chennai,Amazon,New Year,16574
7198,288,1,19999,Ranchi,Amazon,,8115
7199,288,1,19999,Raipur,Offline,,21039
7200,288,1,19999,Agartala,Flipkart,,16086
7201,289,2,16900,Kolkata,Offline,,13170
7202,289,1,16900,Imphal,Reliance Digital,,16749
7203,289,1,16900,Chennai,Reliance Digital,,13663
7204,289,1,13881,Imphal,Flipkart,Republic Day,1866
7205,289,1,14458,Thiruvananthapuram,Offline,Dussehra,22346
7206,289,2,15392,Gandhinagar,Amazon,Eid,10097
7207,289,1,13614,Shillong,Reliance Digital,Dussehra,9685
7208,289,1,14565,Kohima,Flipkart,Eid,25936
7209,289,1,16900,Raipur,Reliance Digital,,4824
7210,289,1,15516,Gandhinagar,Flipkart,Dussehra,25535
7211,289,2,15530,Delhi,Offline,Eid,23453
7212,289,1,16900,Chennai,Offline,,24034
7213,289,2,16900,Raipur,Reliance Digital,,10018
7214,289,2,14444,Aizawl,Offline,Diwali,21433
7215,289,1,16900,Delhi,Amazon,,17461
7216,289,2,16900,Dispur,Offline,,23200
7217,289,2,16900,Lucknow,Offline,,17278
7218,289,1,16900,Panaji,Reliance Digital,,10318
7219,289,1,16900,Agartala,Amazon,,14384
7220,289,1,16900,Agartala,Flipkart,,22751
7221,289,1,15389,Ranchi,Flipkart,Eid,10713
7222,289,2,16900,Shillong,Reliance Digital,,1247
7223,289,1,16900,Chennai,Amazon,,20725
7224,289,1,15741,Itanagar,Flipkart,New Year,16705
7225,289,2,14866,Aizawl,Reliance Digital,Christmas,3157
7226,290,2,17724,Bhopal,Amazon,Great Indian Festival,11705
7227,290,2,19999,Dehradun,Flipkart,,11638
7228,290,1,16869,Delhi,Reliance Digital,Eid,3278
7229,290,1,19999,Hyderabad,Flipkart,,7905
7230,290,1,19999,Imphal,Offline,,25533
7231,290,1,19999,Itanagar,Amazon,,3722
7232,290,1,19999,Mumbai,Offline,,8216
7233,290,1,19999,Thiruvananthapuram,Offline,,10579
7234,290,1,17624,Mumbai,Reliance Digital,Dussehra,11073
7235,290,1,17084,Panaji,Amazon,Summer Sale,2792
7236,290,1,19999,Aizawl,Offline,,12033
7237,290,2,17889,Kohima,Reliance Digital,Republic Day,11658
7238,290,1,19999,Hyderabad,Reliance Digital,,5144
7239,290,2,17344,Ranchi,Offline,Christmas,5535
7240,290,1,17438,Shillong,Reliance Digital,Diwali,22228
7241,290,1,18928,Itanagar,Flipkart,Christmas,10387
7242,290,2,19999,Srinagar,Amazon,,8616
7243,290,2,19999,Thiruvananthapuram,Amazon,,11903
7244,290,1,19999,Thiruvananthapuram,Flipkart,,25815
7245,290,1,19999,Patna,Offline,,15950
7246,290,1,19999,Hyderabad,Offline,,19448
7247,290,1,18019,Gangtok,Flipkart,Diwali,1568
7248,290,1,19999,Raipur,Offline,,24157
7249,290,1,19999,Chandigarh,Amazon,,3761
7250,290,2,17259,Lucknow,Reliance Digital,Republic Day,16804
7251,291,1,171765,Shillong,Amazon,Republic Day,3140
7252,291,2,170293,Jaipur,Reliance Digital,Independence Day,26134
7253,291,1,182999,Imphal,Flipkart,,9013
7254,291,1,182999,Srinagar,Flipkart,,15388
7255,291,1,167842,Bhubaneswar,Flipkart,Big Billion Days,18579
7256,291,1,160247,Amaravati,Reliance Digital,Eid,10628
7257,291,1,182999,Raipur,Reliance Digital,,24960
7258,291,1,182999,Gangtok,Offline,,15174
7259,291,1,173635,Lucknow,Amazon,Republic Day,12812
7260,291,2,182999,Srinagar,Offline,,4465
7261,291,1,182999,Mumbai,Flipkart,,14948
7262,291,1,182999,Agartala,Reliance Digital,,19372
7263,291,1,182999,Patna,Amazon,,23190
7264,291,1,149323,Thiruvananthapuram,Flipkart,Big Billion Days,20669
7265,291,1,182999,Thiruvananthapuram,Amazon,,3365
7266,291,1,168305,Bengaluru,Reliance Digital,New Year,15743
7267,291,2,158667,Shimla,Flipkart,Dussehra,13262
7268,291,1,182999,Bhopal,Reliance Digital,,13180
7269,291,1,182999,Agartala,Offline,,13034
7270,291,1,154948,Chennai,Offline,Independence Day,15931
7271,291,1,159090,Mumbai,Flipkart,Diwali,11527
7272,291,1,160902,Gangtok,Flipkart,Christmas,24410
7273,291,1,160292,Agartala,Amazon,Independence Day,6153
7274,291,1,148312,Patna,Amazon,Dussehra,9503
7275,291,1,182999,Imphal,Amazon,,16711
7276,292,2,12999,Thiruvananthapuram,Amazon,,8825
7277,292,2,11174,Ranchi,Reliance Digital,New Year,3853
7278,292,1,12999,Lucknow,Offline,,24315
7279,292,1,12999,Aizawl,Flipkart,,18310
7280,292,1,11538,Patna,Reliance Digital,Christmas,20569
7281,292,1,12999,Imphal,Offline,,8965
7282,292,1,12999,Srinagar,Amazon,,17356
7283,292,1,10766,Imphal,Amazon,Dussehra,3882
7284,292,1,10737,Gangtok,Offline,New Year,8804
7285,292,1,11435,Bengaluru,Offline,Christmas,26112
7286,292,1,12999,Bhubaneswar,Offline,,2709
7287,292,1,12999,Dispur,Offline,,24678
7288,292,1,11921,Dispur,Amazon,Summer Sale,15079
7289,292,1,12999,Kolkata,Offline,,18508
7290,292,2,10488,Thiruvananthapuram,Reliance Digital,Diwali,9664
7291,292,1,11451,Imphal,Offline,New Year,9711
7292,292,1,12999,Raipur,Reliance Digital,,8631
7293,292,1,12999,Kohima,Amazon,,5721
7294,292,1,12999,Shimla,Reliance Digital,,11913
7295,292,2,11808,Agartala,Reliance Digital,Dussehra,12140
7296,292,2,12999,Bengaluru,Flipkart,,8363
7297,292,1,12999,Imphal,Flipkart,,11751
7298,292,1,12999,Kolkata,Amazon,,9225
7299,292,2,10650,Dehradun,Amazon,Christmas,8244
7300,292,2,12999,Imphal,Offline,,10524
7301,293,1,14190,Aizawl,Amazon,Summer Sale,12911
7302,293,1,15999,Hyderabad,Flipkart,,5745
7303,293,2,13993,Kolkata,Reliance Digital,Back to School,14575
7304,293,2,14743,Amaravati,Amazon,Diwali,4186
7305,293,2,14502,Kohima,Reliance Digital,New Year,1619
7306,293,1,15999,Bhopal,Flipkart,,19138
7307,293,2,13162,Bhopal,Flipkart,Christmas,16436
7308,293,1,13643,Chennai,Offline,New Year,21258
7309,293,1,14957,Ranchi,Flipkart,Big Billion Days,17706
7310,293,1,15999,Delhi,Offline,,24184
7311,293,1,14806,Hyderabad,Offline,Independence Day,18712
7312,293,1,15999,Dispur,Flipkart,,14367
7313,293,1,15999,Amaravati,Flipkart,,21104
7314,293,1,15999,Gangtok,Offline,,13944
7315,293,1,12965,Srinagar,Flipkart,Big Billion Days,14469
7316,293,1,15999,Itanagar,Reliance Digital,,8215
7317,293,1,15999,Lucknow,Reliance Digital,,12620
7318,293,1,14108,Shillong,Flipkart,New Year,23062
7319,293,2,15162,Chandigarh,Amazon,Eid,20045
7320,293,1,13139,Srinagar,Reliance Digital,Christmas,2742
7321,293,2,15999,Itanagar,Amazon,,22478
7322,293,1,15999,Patna,Reliance Digital,,8280
7323,293,1,14175,Kolkata,Reliance Digital,New Year,21627
7324,293,1,14792,Dispur,Amazon,Great Indian Festival,18346
7325,293,1,15999,Kolkata,Offline,,1130
7326,294,1,12055,Thiruvananthapuram,Amazon,New Year,13572
7327,294,2,13999,Kohima,Flipkart,,25997
7328,294,1,13999,Chandigarh,Offline,,9928
7329,294,2,13999,Bhubaneswar,Reliance Digital,,16745
7330,294,1,12744,Shillong,Offline,Back to School,21229
7331,294,2,13999,Gandhinagar,Reliance Digital,,6701
7332,294,2,13999,Kolkata,Offline,,4623
7333,294,1,12337,Panaji,Flipkart,New Year,16320
7334,294,1,12845,Amaravati,Offline,Back to School,24790
7335,294,2,12934,Gandhinagar,Offline,Christmas,12697
7336,294,2,13999,Bhubaneswar,Offline,,5018
7337,294,1,13999,Gandhinagar,Amazon,,15464
7338,294,2,13999,Mumbai,Reliance Digital,,25799
7339,294,1,13999,Kohima,Amazon,,17362
7340,294,1,12113,Aizawl,Flipkart,Republic Day,1193
7341,294,1,13999,Agartala,Amazon,,15951
7342,294,1,13999,Srinagar,Flipkart,,14682
7343,294,1,13999,Dehradun,Flipkart,,1800
7344,294,2,12224,Panaji,Reliance Digital,Diwali,4579
7345,294,1,12595,Chandigarh,Offline,Back to School,24897
7346,294,1,13999,Kohima,Reliance Digital,,22109
7347,294,1,12730,Bhopal,Reliance Digital,Republic Day,3806
7348,294,1,12117,Raipur,Flipkart,Eid,12548
7349,294,1,11425,Kolkata,Amazon,Summer Sale,22703
7350,294,1,13999,Panaji,Reliance Digital,,12519
7351,295,1,7113,Dehradun,Reliance Digital,Back to School,16862
7352,295,1,7749,Jaipur,Flipkart,,5204
7353,295,2,6823,Patna,Reliance Digital,Dussehra,11561
7354,295,2,7118,Bhubaneswar,Amazon,Dussehra,10216
7355,295,2,6388,Dehradun,Reliance Digital,Dussehra,23806
7356,295,1,6334,Kolkata,Amazon,Dussehra,4282
7357,295,1,7749,Delhi,Reliance Digital,,21276
7358,295,1,7749,Panaji,Flipkart,,25401
7359,295,1,6677,Hyderabad,Amazon,Christmas,2138
7360,295,2,6839,Amaravati,Offline,Diwali,2600
7361,295,1,7216,Jaipur,Offline,Dussehra,7045
7362,295,1,7749,Lucknow,Amazon,,22136
7363,295,1,6791,Dehradun,Amazon,Back to School,20791
7364,295,2,7749,Shimla,Flipkart,,2819
7365,295,1,6783,Srinagar,Reliance Digital,Eid,12415
7366,295,2,6654,Hyderabad,Amazon,Back to School,4414
7367,295,1,7749,Bengaluru,Flipkart,,23189
7368,295,1,7749,Mumbai,Flipkart,,13311
7369,295,1,6632,Mumbai,Reliance Digital,Christmas,19542
7370,295,2,7749,Thiruvananthapuram,Flipkart,,12679
7371,295,1,6827,Panaji,Reliance Digital,Back to School,16661
7372,295,2,6902,Shimla,Amazon,Independence Day,22976
7373,295,1,7749,Itanagar,Offline,,18394
7374,295,1,7305,Itanagar,Offline,Dussehra,18228
7375,295,2,7075,Raipur,Amazon,New Year,13738
7376,296,2,23036,Bhubaneswar,Flipkart,Dussehra,13658
7377,296,1,24999,Bengaluru,Flipkart,,1304
7378,296,2,24999,Kohima,Offline,,5140
7379,296,2,24999,Chandigarh,Amazon,,25650
7380,296,1,23243,Dehradun,Amazon,Independence Day,18124
7381,296,2,23447,Mumbai,Flipkart,Eid,21996
7382,296,2,21200,Kolkata,Offline,Diwali,20692
7383,296,1,24999,Panaji,Flipkart,,25101
7384,296,1,24999,Hyderabad,Flipkart,,22691
7385,296,1,24999,Jaipur,Amazon,,16116
7386,296,1,20829,Bengaluru,Flipkart,Christmas,18493
7387,296,1,20914,Thiruvananthapuram,Amazon,Diwali,4315
7388,296,2,21285,Shillong,Offline,Dussehra,3827
7389,296,1,23373,Raipur,Offline,Summer Sale,11369
7390,296,2,24999,Panaji,Amazon,,4779
7391,296,1,21352,Itanagar,Amazon,Back to School,1756
7392,296,1,22811,Dispur,Offline,Independence Day,24525
7393,296,1,24999,Thiruvananthapuram,Offline,,17665
7394,296,1,24999,Gandhinagar,Offline,,25685
7395,296,1,24999,Kolkata,Amazon,,4959
7396,296,1,21572,Shimla,Offline,Republic Day,14632
7397,296,2,22582,Kohima,Reliance Digital,Back to School,13103
7398,296,1,20964,Jaipur,Amazon,Republic Day,10690
7399,296,1,21845,Thiruvananthapuram,Reliance Digital,Eid,7926
7400,296,1,24999,Itanagar,Flipkart,,15381
7401,297,1,53497,Bhopal,Amazon,New Year,5368
7402,297,1,59999,Dispur,Flipkart,,19048
7403,297,1,51630,Gangtok,Offline,Back to School,10382
7404,297,1,59999,Bhopal,Amazon,,25731
7405,297,1,54991,Imphal,Flipkart,Diwali,19399
7406,297,1,50276,Ranchi,Flipkart,Diwali,18482
7407,297,2,49549,Amaravati,Flipkart,Back to School,23651
7408,297,1,59999,Gangtok,Reliance Digital,,24116
7409,297,2,59999,Thiruvananthapuram,Offline,,26020
7410,297,1,59999,Bhubaneswar,Amazon,,17778
7411,297,2,59999,Panaji,Amazon,,25748
7412,297,1,59999,Ranchi,Offline,,2338
7413,297,2,59999,Kohima,Reliance Digital,,16254
7414,297,1,55698,Bhubaneswar,Reliance Digital,New Year,18288
7415,297,2,56032,Ranchi,Reliance Digital,Republic Day,21159
7416,297,2,54375,Ranchi,Flipkart,Republic Day,12913
7417,297,1,59999,Jaipur,Flipkart,,18966
7418,297,1,59999,Lucknow,Amazon,,16727
7419,297,1,59999,Agartala,Offline,,5641
7420,297,1,54752,Jaipur,Flipkart,New Year,13435
7421,297,1,52851,Raipur,Amazon,Dussehra,10608
7422,297,1,56982,Thiruvananthapuram,Offline,Republic Day,6775
7423,297,1,51056,Ranchi,Reliance Digital,Summer Sale,7262
7424,297,2,50478,Mumbai,Amazon,Dussehra,17532
7425,297,2,59999,Kolkata,Amazon,,14860
7426,298,1,25895,Mumbai,Offline,,9441
7427,298,1,20929,Dehradun,Reliance Digital,Back to School,23765
7428,298,1,25895,Mumbai,Offline,,25253
7429,298,1,25895,Kohima,Amazon,,3331
7430,298,1,22910,Mumbai,Offline,Christmas,21497
7431,298,2,21664,Lucknow,Offline,Summer Sale,21702
7432,298,1,25895,Lucknow,Flipkart,,20345
7433,298,1,21143,Srinagar,Reliance Digital,Christmas,15470
7434,298,1,22421,Delhi,Offline,Christmas,21522
7435,298,1,25895,Dehradun,Reliance Digital,,19188
7436,298,1,21863,Gangtok,Offline,Diwali,26292
7437,298,1,25895,Ranchi,Offline,,25143
7438,298,1,24312,Gandhinagar,Amazon,Back to School,4970
7439,298,1,22514,Kohima,Offline,Back to School,15546
7440,298,1,25895,Panaji,Amazon,,6459
7441,298,1,24276,Itanagar,Reliance Digital,New Year,8606
7442,298,1,21547,Bengaluru,Flipkart,Eid,2578
7443,298,1,25895,Raipur,Amazon,,1249
7444,298,1,22996,Amaravati,Amazon,Back to School,13580
7445,298,1,23556,Panaji,Amazon,Diwali,24887
7446,298,1,24098,Kolkata,Flipkart,Summer Sale,6403
7447,298,1,25895,Ranchi,Amazon,,19633
7448,298,1,22640,Shimla,Amazon,Christmas,14633
7449,298,2,23101,Lucknow,Amazon,Back to School,8767
7450,298,1,25895,Itanagar,Reliance Digital,,2252
7451,299,1,46990,Mumbai,Reliance Digital,,17986
7452,299,1,46990,Gandhinagar,Offline,,19939
7453,299,1,41451,Thiruvananthapuram,Offline,Republic Day,16835
7454,299,1,46990,Patna,Flipkart,,4296
7455,299,2,46990,Itanagar,Amazon,,16514
7456,299,2,46990,Dispur,Amazon,,6827
7457,299,2,38795,Gandhinagar,Offline,Summer Sale,4208
7458,299,1,38287,Kohima,Reliance Digital,Summer Sale,9435
7459,299,2,42170,Dehradun,Offline,Eid,13442
7460,299,2,46990,Ranchi,Amazon,,25501
7461,299,1,46990,Itanagar,Flipkart,,14903
7462,299,1,39417,Ranchi,Flipkart,Summer Sale,23559
7463,299,1,42679,Panaji,Amazon,Republic Day,2040
7464,299,2,42190,Chennai,Reliance Digital,Diwali,20411
7465,299,1,43343,Patna,Amazon,Summer Sale,15182
7466,299,1,46990,Aizawl,Reliance Digital,,8047
7467,299,1,44610,Patna,Flipkart,Eid,11084
7468,299,1,46990,Itanagar,Amazon,,4563
7469,299,1,46990,Gandhinagar,Offline,,8028
7470,299,2,42870,Lucknow,Flipkart,Independence Day,9420
7471,299,2,46990,Ranchi,Flipkart,,4396
7472,299,1,43174,Hyderabad,Reliance Digital,Independence Day,4065
7473,299,1,44239,Kohima,Flipkart,Republic Day,8335
7474,299,1,39623,Kohima,Reliance Digital,Summer Sale,24486
7475,299,1,37923,Panaji,Amazon,Diwali,20967
7476,300,1,7499,Thiruvananthapuram,Offline,,7374
7477,300,1,6996,Bhubaneswar,Flipkart,Republic Day,13485
7478,300,1,6632,Lucknow,Offline,Christmas,22779
7479,300,1,7499,Bhubaneswar,Offline,,18505
7480,300,1,7007,Dispur,Amazon,Independence Day,21134
7481,300,2,7499,Bhopal,Flipkart,,17415
7482,300,1,6426,Shimla,Reliance Digital,Christmas,20808
7483,300,1,6851,Gangtok,Reliance Digital,Diwali,2357
7484,300,1,6612,Itanagar,Reliance Digital,Eid,11155
7485,300,2,7499,Itanagar,Reliance Digital,,12710
7486,300,1,6288,Lucknow,Flipkart,Christmas,17932
7487,300,1,7499,Jaipur,Offline,,25861
7488,300,1,7499,Gandhinagar,Flipkart,,23953
7489,300,2,6108,Kolkata,Flipkart,Dussehra,24282
7490,300,1,7499,Hyderabad,Reliance Digital,,16228
7491,300,1,6654,Bengaluru,Reliance Digital,Republic Day,8821
7492,300,1,7499,Raipur,Amazon,,9694
7493,300,2,6641,Aizawl,Offline,New Year,6770
7494,300,2,6456,Panaji,Offline,Christmas,25106
7495,300,2,6334,Bhubaneswar,Reliance Digital,Republic Day,4266
7496,300,2,7499,Lucknow,Amazon,,7691
7497,300,1,6730,Srinagar,Flipkart,Independence Day,20052
7498,300,1,7499,Agartala,Flipkart,,20945
7499,300,1,6750,Agartala,Offline,Republic Day,5278
7500,300,1,7499,Amaravati,Reliance Digital,,2433
7501,301,1,6401,Hyderabad,Flipkart,Eid,19534
7502,301,1,7790,Agartala,Amazon,,25287
7503,301,1,6494,Delhi,Offline,Independence Day,14608
7504,301,1,6454,Lucknow,Amazon,Great Indian Festival,9775
7505,301,1,6283,Shillong,Reliance Digital,Christmas,19946
7506,301,1,7790,Agartala,Offline,,5503
7507,301,1,6538,Kolkata,Reliance Digital,Eid,3883
7508,301,1,6248,Bhopal,Flipkart,Big Billion Days,25249
7509,301,1,7790,Chandigarh,Flipkart,,12543
7510,301,2,7394,Hyderabad,Reliance Digital,Back to School,5965
7511,301,1,6430,Gangtok,Reliance Digital,Independence Day,20910
7512,301,1,7790,Hyderabad,Amazon,,17430
7513,301,1,7790,Bhopal,Amazon,,24241
7514,301,2,7790,Ranchi,Amazon,,2716
7515,301,1,7790,Imphal,Offline,,25409
7516,301,1,7790,Gandhinagar,Amazon,,5285
7517,301,1,6303,Gandhinagar,Flipkart,Republic Day,2977
7518,301,2,6606,Aizawl,Amazon,Back to School,22769
7519,301,1,7110,Bengaluru,Flipkart,Eid,8921
7520,301,1,7262,Bhubaneswar,Flipkart,Independence Day,5644
7521,301,2,7790,Ranchi,Reliance Digital,,12476
7522,301,1,7790,Thiruvananthapuram,Amazon,,1183
7523,301,1,6618,Kolkata,Reliance Digital,Dussehra,21884
7524,301,1,7790,Dispur,Offline,,10557
7525,301,1,7790,Itanagar,Reliance Digital,,3023
7526,302,1,25999,Patna,Amazon,,1901
7527,302,2,23005,Raipur,Amazon,Dussehra,18658
7528,302,1,25999,Gangtok,Offline,,16784
7529,302,1,25999,Jaipur,Offline,,2468
7530,302,1,23933,Bhopal,Offline,Christmas,19275
7531,302,1,25999,Dispur,Reliance Digital,,2223
7532,302,2,25999,Imphal,Flipkart,,5564
7533,302,2,25999,Srinagar,Offline,,9722
7534,302,1,25999,Delhi,Amazon,,2260
7535,302,1,23966,Gangtok,Amazon,Diwali,20480
7536,302,1,25999,Kolkata,Reliance Digital,,10026
7537,302,1,25999,Agartala,Flipkart,,17205
7538,302,1,22335,Bengaluru,Amazon,Eid,18871
7539,302,2,22720,Thiruvananthapuram,Amazon,Summer Sale,3745
7540,302,1,25999,Dispur,Flipkart,,17261
7541,302,2,25999,Bhubaneswar,Reliance Digital,,4550
7542,302,1,21554,Aizawl,Amazon,Eid,25748
7543,302,1,25999,Patna,Amazon,,10919
7544,302,1,24502,Srinagar,Flipkart,Back to School,22392
7545,302,2,25999,Aizawl,Offline,,16624
7546,302,1,25999,Shimla,Reliance Digital,,3797
7547,302,1,22913,Amaravati,Offline,Republic Day,17045
7548,302,2,23046,Mumbai,Offline,Republic Day,18247
7549,302,2,23365,Bengaluru,Amazon,Great Indian Festival,22461
7550,302,1,22837,Hyderabad,Amazon,Dussehra,18819
7551,303,1,6299,Shimla,Reliance Digital,,7560
7552,303,1,6299,Mumbai,Offline,,26126
7553,303,1,6299,Bengaluru,Reliance Digital,,8594
7554,303,1,6299,Hyderabad,Amazon,,15249
7555,303,1,6299,Chandigarh,Amazon,,12013
7556,303,1,6299,Delhi,Reliance Digital,,24149
7557,303,2,6299,Bhopal,Amazon,,21621
7558,303,1,5263,Agartala,Reliance Digital,Diwali,6891
7559,303,1,5706,Lucknow,Flipkart,Christmas,18411
7560,303,1,6299,Lucknow,Reliance Digital,,10075
7561,303,1,5900,Dehradun,Offline,Eid,17079
7562,303,2,5306,Agartala,Flipkart,Diwali,21236
7563,303,1,6299,Panaji,Flipkart,,4589
7564,303,1,5354,Kolkata,Flipkart,Back to School,13025
7565,303,1,6299,Lucknow,Offline,,18312
7566,303,1,5163,Amaravati,Flipkart,New Year,10008
7567,303,1,6299,Imphal,Amazon,,17489
7568,303,2,6299,Bhopal,Flipkart,,8091
7569,303,1,6299,Dehradun,Reliance Digital,,5937
7570,303,1,5739,Gandhinagar,Flipkart,Christmas,12902
7571,303,2,5975,Dispur,Reliance Digital,Eid,6786
7572,303,1,6299,Dehradun,Offline,,16701
7573,303,1,6299,Bhopal,Flipkart,,13175
7574,303,1,6299,Thiruvananthapuram,Reliance Digital,,20861
7575,303,1,6299,Bhubaneswar,Offline,,6483
7576,304,1,12999,Dehradun,Flipkart,,8077
7577,304,1,10552,Chennai,Flipkart,Big Billion Days,8554
7578,304,1,12999,Shimla,Offline,,10136
7579,304,1,12999,Kolkata,Amazon,,14889
7580,304,1,12999,Ranchi,Flipkart,,26430
7581,304,1,11429,Dispur,Reliance Digital,Dussehra,25334
7582,304,1,10800,Gandhinagar,Reliance Digital,New Year,1524
7583,304,1,12999,Jaipur,Amazon,,19293
7584,304,2,12999,Gangtok,Reliance Digital,,1118
7585,304,1,11664,Jaipur,Flipkart,New Year,3756
7586,304,1,12999,Chennai,Flipkart,,10873
7587,304,1,12999,Jaipur,Amazon,,22644
7588,304,1,12999,Hyderabad,Amazon,,15279
7589,304,1,12037,Mumbai,Reliance Digital,Christmas,6614
7590,304,1,12999,Agartala,Flipkart,,14413
7591,304,1,11200,Bhopal,Amazon,Independence Day,18862
7592,304,1,12999,Bhopal,Reliance Digital,,11050
7593,304,2,12999,Lucknow,Offline,,22410
7594,304,1,12999,Gandhinagar,Reliance Digital,,6975
7595,304,1,11683,Agartala,Flipkart,Back to School,17466
7596,304,1,12999,Amaravati,Offline,,9414
7597,304,1,11442,Patna,Reliance Digital,Independence Day,26224
7598,304,2,10827,Imphal,Flipkart,New Year,15424
7599,304,1,12999,Agartala,Amazon,,11363
7600,304,1,12999,Kohima,Offline,,2428
7601,305,1,11999,Thiruvananthapuram,Offline,,10192
7602,305,2,10930,Dehradun,Reliance Digital,Diwali,20095
7603,305,1,11268,Gandhinagar,Amazon,New Year,18544
7604,305,1,11999,Delhi,Reliance Digital,,7851
7605,305,1,10686,Hyderabad,Amazon,Great Indian Festival,21569
7606,305,1,11308,Dispur,Reliance Digital,Dussehra,17114
7607,305,2,10069,Gangtok,Flipkart,Republic Day,14893
7608,305,1,10145,Panaji,Flipkart,Diwali,20922
7609,305,1,11999,Agartala,Offline,,3042
7610,305,1,11036,Shillong,Reliance Digital,Eid,15175
7611,305,1,10542,Itanagar,Offline,New Year,6592
7612,305,1,11999,Agartala,Flipkart,,9927
7613,305,1,10590,Kolkata,Flipkart,Dussehra,22355
7614,305,1,11074,Imphal,Offline,Summer Sale,7814
7615,305,1,9943,Lucknow,Reliance Digital,Eid,15760
7616,305,2,11999,Ranchi,Flipkart,,6585
7617,305,1,9807,Srinagar,Amazon,Independence Day,6868
7618,305,1,11999,Aizawl,Amazon,,2190
7619,305,1,11999,Gandhinagar,Offline,,16237
7620,305,2,11999,Agartala,Amazon,,10568
7621,305,2,10816,Kohima,Amazon,Back to School,20562
7622,305,2,11999,Dehradun,Reliance Digital,,22130
7623,305,1,11999,Agartala,Amazon,,5692
7624,305,2,10123,Agartala,Amazon,Back to School,10738
7625,305,1,11999,Dehradun,Reliance Digital,,24773
7626,306,1,20613,Amaravati,Amazon,Back to School,10437
7627,306,1,19581,Amaravati,Flipkart,Summer Sale,22469
7628,306,1,21890,Gandhinagar,Amazon,,5950
7629,306,2,17999,Kohima,Reliance Digital,Summer Sale,3029
7630,306,1,18303,Shimla,Offline,Christmas,18423
7631,306,1,19737,Shimla,Offline,Christmas,13105
7632,306,1,21890,Raipur,Reliance Digital,,17527
7633,306,1,20267,Lucknow,Flipkart,Diwali,14185
7634,306,1,21890,Imphal,Flipkart,,10650
7635,306,2,19022,Gangtok,Amazon,New Year,17071
7636,306,1,21890,Dehradun,Amazon,,20230
7637,306,2,17971,Bengaluru,Offline,Christmas,6117
7638,306,1,21890,Patna,Reliance Digital,,20622
7639,306,2,21890,Mumbai,Flipkart,,19755
7640,306,1,17948,Jaipur,Reliance Digital,Summer Sale,20130
7641,306,1,21890,Hyderabad,Flipkart,,24429
